CustomerID,num_uniq_orders,orderFrequency,daysSinceLastOrder,num_uniq_products,reorder_ratio,TotalRevenue
167,1,0,122,2,0,2341.97
168,2,339,143,3,0,1357.97
169,2,150,175,5,0,3345.81
170,2,154,254,5,0,5968.23
171,1,0,329,3,0,42.28
172,2,145,269,4,0,3477.77
173,2,232,189,3,0,3018.33
174,1,0,200,3,0,186.28
175,3,145,160,5,0,7050.02
176,1,0,246,2,0,59.98
177,2,272,145,3,0,4198.33
179,1,0,346,3,0,48.97
180,2,165,130,5,0,4762.31
181,12,7,122,46,64.62,102844.18
182,2,123,247,3,0,4074.97
183,1,0,211,2,0,54.98
184,1,0,270,4,0,44.91
185,1,0,149,2,0,777.34
186,1,NULL,269,1,0,69.99
187,1,0,152,2,0,1709.98
188,1,0,321,2,0,14.98
189,1,0,97,3,0,64.97
190,1,0,195,3,0,69.97
191,1,0,223,2,0,1155.48
192,1,0,250,2,0,603.49
193,2,183,274,2,0,3563.84
195,2,295,112,3,0,3475.47
196,1,0,70,2,0,39.98
197,3,141,127,6,0,5160.08
198,1,0,189,2,0,1249.84
199,1,0,263,2,0,1155.48
200,1,0,94,3,0,2380.47
201,1,NULL,47,1,0,9.99
202,1,NULL,288,1,0,4.99
203,1,0,152,2,0,28.98
204,4,3,853,22,72.84,734866.15
205,2,130,193,5,0,3199.44
206,3,45,183,3,0,2542.32
207,1,NULL,359,1,0,4.99
208,2,166,340,4,0,5913.24
209,1,0,50,2,0,56.97
210,1,NULL,301,1,0,4.99
211,1,0,286,3,0,69.97
212,1,0,139,2,0,39.98
213,2,369,205,3,0,4397.75
214,1,NULL,315,1,0,4.99
215,1,NULL,986,1,0,3578.27
216,2,239,281,4,0,4406.74
217,3,95,156,7,0,7260.65
218,4,3,131,9,0,265.22
219,1,0,205,3,0,2443.55
221,1,0,157,2,0,7.28
222,1,0,351,5,0,1808.45
223,2,881,142,2,0,1322.98
224,1,NULL,460,1,0,2319.99
225,2,196,116,5,0,4648.31
226,1,0,265,2,0,67.49
228,1,NULL,108,1,0,32.60
229,1,NULL,32,1,0,21.49
230,4,7,91,20,44.44,17915.58
232,1,0,71,2,0,30.97
233,1,0,85,3,0,2469.05
234,2,17,218,6,0,136.25
235,1,0,88,4,0,41.95
236,1,NULL,369,1,0,69.99
237,1,0,122,3,0,2370.96
238,1,0,309,2,0,29.98
239,2,169,96,3,0,4694.97
240,1,NULL,252,1,0,4.99
241,1,NULL,45,1,0,21.98
242,12,9,152,39,61.76,94931.60
243,3,23,39,4,33.33,74.54
244,1,0,176,4,0,578.46
245,1,0,307,3,0,36.27
246,2,279,245,4,0,4426.74
247,2,23,102,5,0,112.24
248,1,0,111,3,0,51.96
249,1,0,290,4,0,201.28
250,2,83,118,3,0,62.27
251,2,295,332,3,0,6056.61
252,1,0,228,4,0,588.96
253,2,47,268,5,0,1372.95
254,1,0,136,4,0,567.76
255,1,0,116,2,0,12.94
256,1,0,76,2,0,1750.98
257,1,0,294,2,0,2438.06
258,2,250,71,3,0,1622.47
259,1,0,237,3,0,68.97
261,1,NULL,1027,1,0,3578.27
262,1,0,64,2,0,1174.48
263,2,303,116,3,0,1622.47
264,1,0,225,2,0,36.59
265,1,0,300,3,0,64.97
266,3,142,209,5,0,7114.03
267,4,4,883,25,57.63,141161.63
268,3,140,205,7,0,8172.51
269,2,389,345,3,0,6056.61
270,2,93,354,4,20,2338.95
271,1,0,394,3,0,32.27
272,1,0,152,3,0,579.97
273,1,0,150,2,0,23.78
274,2,99,359,3,0,3617.83
275,1,0,140,3,0,78.48
276,1,0,252,2,0,23.78
277,1,NULL,339,1,0,35.00
278,1,NULL,196,1,0,28.99
279,5,13,72,11,21.43,310.93
280,1,0,236,3,0,48.97
281,3,115,113,8,0,6716.55
282,1,0,320,5,0,124.94
283,1,0,184,2,0,14.98
284,1,0,201,3,0,801.83
285,1,0,351,2,0,29.48
286,1,NULL,404,1,0,539.99
287,2,198,304,4,0,6058.21
288,1,NULL,227,1,0,32.60
289,2,52,241,3,0,64.97
290,2,143,43,3,0,159.99
291,2,511,300,2,0,4118.26
292,2,233,163,3,0,4733.05
293,1,0,165,2,0,56.97
294,1,0,228,2,0,33.98
295,1,0,161,3,0,1785.97
296,1,NULL,288,1,0,21.49
297,1,0,385,3,0,553.97
298,1,0,284,2,0,36.59
300,2,47,131,4,0,98.96
301,1,0,115,2,0,27.28
302,2,380,75,2,0,1322.98
303,1,0,331,2,0,6.28
304,1,0,294,2,0,2419.06
305,1,0,39,2,0,7.28
306,1,0,308,2,0,12.98
307,1,NULL,86,1,0,69.99
308,1,0,237,2,0,39.98
309,1,0,130,2,0,39.98
310,2,286,229,4,0,4471.74
311,3,37,87,8,0,156.04
312,1,0,53,2,0,30.97
313,1,0,276,6,0,2578.91
314,1,0,116,3,0,67.93
315,2,301,213,3,0,4143.25
316,1,0,388,2,0,59.98
317,1,0,65,5,0,628.45
318,2,160,277,4,0,4778.33
319,12,7,91,48,66.2,111642.40
320,1,0,380,3,0,71.58
321,2,130,150,5,0,1926.45
322,1,NULL,91,1,0,2294.99
323,1,NULL,347,1,0,69.99
325,2,169,135,3,0,4714.05
326,1,0,36,3,0,185.97
327,3,105,79,8,0,5253.07
328,1,0,152,3,0,563.77
329,2,305,218,3,0,5933.26
330,6,26,167,12,0,13155.56
331,2,3,255,4,20,109.96
332,2,314,239,3,0,4828.11
333,1,NULL,784,1,0,2294.99
334,1,NULL,130,1,0,3.99
335,2,65,100,5,0,113.24
336,8,1,122,90,77.78,1125798.56
337,1,NULL,512,1,0,2294.99
338,1,NULL,87,1,0,1214.85
339,1,0,122,2,0,67.49
340,1,0,361,3,0,49.97
341,2,153,291,3,0,3030.32
342,1,0,220,4,0,111.45
343,1,NULL,240,1,0,21.98
344,2,45,111,4,20,114.96
345,1,0,294,3,0,27.77
346,1,0,219,2,0,561.48
347,1,0,326,2,0,124.99
348,1,0,326,2,0,27.28
349,2,125,104,5,0,4986.79
350,1,0,379,2,0,162.99
351,2,186,278,3,0,3046.33
352,1,NULL,676,1,0,2443.35
353,1,0,212,2,0,750.30
354,1,0,240,3,0,37.27
356,1,0,399,4,0,2442.54
357,1,NULL,169,1,0,21.98
358,2,461,334,2,0,5898.26
359,2,196,95,4,0,3140.27
360,1,0,132,2,0,2316.97
361,1,0,191,2,0,27.28
362,1,0,56,3,0,88.97
363,1,NULL,118,1,0,4.99
364,1,0,113,2,0,54.98
365,2,116,121,3,0,86.96
366,1,0,128,3,0,776.33
367,2,144,148,5,0,4925.58
368,1,0,256,2,0,30.48
369,3,117,80,6,0,3911.29
370,2,248,357,3,0,5908.25
371,8,1,91,90,77.56,1130884.28
372,1,0,173,3,0,100.09
373,2,192,148,5,0,4648.31
374,1,0,88,2,0,78.48
375,1,0,137,2,0,6.28
376,2,189,71,3,0,4049.97
377,2,134,73,6,0,3554.06
378,1,0,161,2,0,78.98
379,1,0,122,3,0,553.97
380,2,323,339,3,0,6029.57
381,2,15,321,5,0,104.26
382,2,142,100,5,0,4925.17
383,2,230,75,4,0,3113.22
384,1,0,187,2,0,13.98
385,2,206,238,5,0,4730.03
386,1,0,97,3,0,61.96
387,2,16,188,6,0,118.94
388,1,0,371,2,0,29.93
389,1,NULL,274,1,0,1120.49
390,1,0,111,2,0,56.97
391,1,0,157,4,0,791.32
392,1,NULL,275,1,0,4.99
393,1,0,148,3,0,31.27
396,1,0,33,2,0,14.98
397,16,9,37,24,33.33,748.60
398,3,69,214,8,11.11,7236.35
399,1,0,378,2,0,2419.06
400,1,NULL,1016,1,0,3578.27
401,1,0,200,2,0,34.98
402,2,68,230,4,0,3430.46
403,3,69,67,10,0,5512.26
404,1,0,317,3,0,68.97
405,1,0,358,3,0,123.48
406,1,0,160,2,0,12.94
407,1,0,158,3,0,553.97
408,2,190,157,3,0,3087.97
409,3,66,125,7,0,5958.80
410,3,103,117,5,0,7162.39
411,2,129,53,2,0,59.98
412,3,241,81,5,0,6465.03
414,1,0,266,2,0,574.98
415,1,NULL,192,1,0,24.99
416,1,0,223,2,0,13.98
417,1,0,75,3,0,63.97
418,2,421,103,3,0,1386.48
419,1,0,368,4,0,2433.04
420,3,74,135,8,0,7182.66
421,1,0,245,3,0,553.97
422,1,0,85,5,0,2381.94
423,1,0,362,2,0,58.98
424,2,235,199,3,0,3132.97
425,1,0,286,3,0,68.97
426,1,0,352,2,0,30.48
427,1,NULL,150,1,0,21.98
428,1,0,211,3,0,60.47
429,2,166,96,3,0,4714.05
430,2,166,307,4,0,4148.74
431,1,0,278,3,0,1728.27
432,1,NULL,250,1,0,69.99
433,1,0,97,2,0,67.49
434,2,32,34,4,0,77.27
435,1,0,94,2,0,2329.99
436,1,0,74,2,0,1174.48
437,1,0,64,2,0,23.78
438,1,0,138,3,0,32.27
440,1,0,359,4,0,69.46
441,2,92,256,5,0,3048.31
442,2,369,207,2,0,2240.98
443,1,NULL,411,1,0,1120.49
444,1,0,49,2,0,49.48
445,2,166,275,3,0,1924.97
446,2,16,146,3,0,83.97
447,1,0,182,2,0,78.98
448,1,0,114,2,0,12.94
449,2,28,75,4,0,94.96
450,2,59,106,5,0,72.86
451,8,2,122,89,66.29,357151.79
452,1,0,395,2,0,2451.30
453,3,168,182,5,0,8090.33
454,1,NULL,288,1,0,69.99
455,1,0,262,3,0,786.33
456,1,0,286,3,0,58.47
457,1,0,361,4,0,567.76
458,1,NULL,172,1,0,24.99
459,1,0,128,2,0,39.98
460,1,0,262,3,0,66.96
461,1,0,248,3,0,36.27
462,1,NULL,117,1,0,539.99
463,2,27,54,8,11.11,216.40
464,2,36,81,5,0,54.22
465,2,12,328,3,0,67.58
466,2,151,87,5,0,4909.67
467,1,0,118,2,0,85.48
468,1,0,87,2,0,1750.98
470,1,0,108,2,0,2413.06
471,1,0,273,3,0,31.27
472,1,NULL,382,1,0,28.99
473,2,139,50,3,0,88.97
474,1,0,95,2,0,23.78
475,1,0,31,2,0,38.98
476,2,44,69,4,0,150.95
477,1,NULL,115,1,0,564.99
478,1,0,330,4,0,2482.23
479,1,0,226,4,0,1783.96
480,2,153,368,4,0,4207.24
481,1,NULL,717,1,0,2294.99
482,2,77,248,5,0,2515.25
483,1,NULL,272,1,0,53.99
484,1,0,350,2,0,85.48
485,1,0,302,3,0,67.93
486,2,108,256,6,0,4209.21
487,1,0,110,2,0,2329.99
488,1,0,179,4,0,1764.96
489,1,0,238,4,0,620.46
491,1,0,389,2,0,29.48
492,2,132,372,5,0,5922.23
493,1,0,233,2,0,14.98
494,3,102,151,6,0,7172.38
495,2,47,297,3,0,47.94
496,1,0,219,4,0,578.46
497,1,0,187,2,0,7.28
498,2,10,116,3,0,63.97
499,1,0,84,2,0,2374.98
500,1,0,318,3,0,73.97
501,2,19,121,6,0,105.24
502,1,0,110,2,0,94.48
503,2,16,197,5,0,173.47
504,1,0,249,3,0,15.23
505,1,0,371,2,0,751.34
506,1,0,187,2,0,777.34
507,1,0,288,3,0,37.27
508,2,86,163,5,0,3006.31
509,1,0,263,2,0,39.98
510,2,94,83,5,0,1589.75
511,2,95,98,4,0,101.57
512,1,0,333,3,0,149.98
513,2,91,149,5,0,3011.11
514,1,0,284,4,0,93.46
515,1,0,72,2,0,39.98
516,1,0,337,2,0,2419.06
518,1,0,224,3,0,1147.77
519,3,64,287,6,0,2378.80
520,1,0,38,2,0,13.98
521,2,304,245,3,0,5953.25
522,1,0,384,2,0,32.28
523,1,NULL,255,1,0,35.00
524,1,NULL,268,1,0,1120.49
525,2,24,46,7,0,145.23
526,1,NULL,41,1,0,4.99
527,2,228,184,5,0,5976.74
528,2,588,161,2,0,4886.70
529,1,NULL,1074,1,0,3578.27
530,1,0,124,5,0,132.95
531,2,235,357,3,0,5908.26
532,2,55,263,5,0,1350.75
533,1,0,391,2,0,2419.06
534,1,0,108,2,0,78.98
535,1,0,251,5,0,650.45
536,1,0,169,3,0,15.23
537,3,109,131,4,20,5911.80
538,1,0,35,2,0,33.98
539,1,NULL,168,1,0,28.99
540,2,90,260,3,0,1938.47
541,1,0,252,2,0,75.97
542,2,204,77,4,0,3298.32
543,1,0,213,2,0,34.98
544,2,285,71,3,0,3262.83
545,1,0,134,3,0,64.47
546,1,0,246,4,0,73.96
548,1,0,208,2,0,1155.48
549,1,0,74,2,0,28.98
550,1,0,71,2,0,1155.48
551,1,0,92,3,0,48.97
552,1,0,213,2,0,1174.48
553,7,13,122,23,54,10143.10
554,1,0,193,2,0,85.48
555,3,121,179,6,0,7043.02
556,2,42,103,6,0,108.44
557,2,184,159,5,0,1696.95
558,3,81,149,9,0,6484.45
559,1,0,193,2,0,32.28
560,2,507,86,3,0,5908.25
561,2,253,189,4,0,1646.96
562,3,12,60,10,0,223.19
563,1,0,266,3,0,801.83
564,1,0,251,5,0,624.95
565,2,303,257,3,0,6056.61
566,1,0,364,2,0,36.59
567,2,133,186,4,0,3179.95
568,1,0,166,2,0,58.98
569,4,7,853,14,63.16,461547.25
570,2,135,136,4,0,4693.04
571,1,0,146,2,0,13.98
572,1,NULL,252,1,0,1120.49
573,1,NULL,362,1,0,4.99
574,1,0,374,3,0,88.97
575,2,204,107,4,0,1584.76
576,1,0,282,2,0,14.98
577,1,0,334,3,0,62.97
578,3,154,161,5,0,7038.03
579,1,0,195,2,0,7.28
580,1,0,293,2,0,2316.97
582,1,0,213,2,0,13.98
583,1,0,383,4,0,1169.46
584,2,69,179,4,0,83.97
585,1,0,264,3,0,89.97
586,1,0,206,3,0,127.28
587,3,77,125,5,0,6063.17
588,1,0,67,4,0,1136.76
589,2,205,120,4,0,3283.43
590,2,66,319,4,0,1372.46
591,1,0,332,4,0,1189.46
592,1,NULL,65,1,0,69.99
593,1,NULL,396,1,0,2294.99
594,1,0,362,3,0,74.98
595,2,108,135,4,0,4789.04
596,1,0,278,2,0,777.34
598,3,149,75,6,0,4735.81
599,1,0,199,2,0,7.28
600,4,89,117,10,0,7075.27
601,1,0,216,4,0,812.42
602,2,82,394,3,0,3282.83
603,1,0,196,2,0,44.98
604,1,NULL,42,1,0,28.99
605,3,63,157,6,14.29,5383.60
606,1,NULL,66,1,0,21.49
607,2,188,105,4,0,3127.25
608,1,0,377,2,0,27.28
609,1,0,270,2,0,751.34
610,2,144,299,4,0,4840.31
611,1,0,93,4,0,96.07
612,1,0,385,2,0,34.89
613,2,19,174,5,0,116.25
614,1,NULL,234,1,0,28.99
615,1,0,304,4,0,103.96
616,2,187,374,3,0,4649.97
617,1,0,119,2,0,27.28
618,3,198,160,4,0,7034.04
619,2,69,61,2,0,26.97
620,2,166,349,4,0,4132.24
621,2,213,362,4,0,6035.60
622,1,0,244,2,0,13.98
623,2,344,92,3,0,4765.63
624,1,0,147,2,0,2322.28
626,11,11,91,27,67.47,171848.52
627,2,107,139,4,0,4763.54
628,1,0,331,3,0,2350.96
629,1,0,127,2,0,85.48
630,3,108,242,7,0,8214.50
631,1,0,266,2,0,14.98
632,1,0,108,4,0,103.96
633,1,0,67,3,0,553.97
634,1,NULL,100,1,0,539.99
635,1,0,281,4,0,157.27
636,3,23,84,6,14.29,73.16
638,2,340,384,3,0,1602.47
639,1,NULL,383,1,0,21.49
640,1,0,386,2,0,1155.48
641,1,0,198,2,0,39.98
642,1,0,248,2,0,124.99
643,2,254,130,4,0,5918.24
644,2,136,344,5,0,5915.54
645,2,89,102,7,0,3145.29
646,1,0,157,3,0,68.97
647,1,NULL,69,1,0,539.99
648,1,0,175,2,0,46.47
649,1,0,122,2,0,12.94
650,1,NULL,353,1,0,35.00
651,1,NULL,278,1,0,29.99
652,1,0,205,2,0,603.49
653,1,0,50,2,0,39.98
654,1,0,252,2,0,1170.48
655,2,231,278,3,0,4740.63
656,1,0,170,6,0,2518.25
657,1,0,394,3,0,68.97
658,1,0,249,2,0,13.98
659,2,49,59,6,0,138.95
660,1,0,211,3,0,67.97
661,2,89,86,4,0,164.46
662,1,0,301,3,0,23.97
663,1,NULL,186,1,0,21.49
664,1,NULL,122,1,0,9.99
665,1,NULL,558,1,0,2294.99
666,1,NULL,284,1,0,539.99
667,2,33,71,5,0,4746.34
668,1,0,368,5,0,134.95
669,1,NULL,176,1,0,4.99
670,1,0,78,5,0,80.94
671,1,0,152,4,0,2361.95
672,1,0,85,4,0,98.96
673,2,101,260,3,0,1957.47
674,1,NULL,112,1,0,69.99
675,1,0,330,4,0,2422.54
676,1,0,302,3,0,579.97
677,1,0,32,2,0,76.97
678,2,192,66,5,0,4414.72
679,2,306,104,3,0,2518.97
681,1,0,234,2,0,39.98
682,1,0,115,4,0,1151.76
683,1,0,417,3,0,2351.96
684,2,15,69,7,0,116.43
685,5,27,63,12,7.69,331.68
686,4,1,91,64,68.63,415121.53
687,1,0,262,3,0,60.47
688,1,0,242,2,0,29.98
689,2,586,176,2,0,3008.34
690,1,0,105,2,0,2329.99
691,2,217,242,2,0,3440.48
692,3,41,277,6,0,7023.02
693,1,0,376,2,0,123.98
694,2,4,220,2,0,43.99
695,1,NULL,36,1,0,4.99
696,1,0,170,4,0,147.77
697,1,0,177,3,0,71.58
698,1,0,352,2,0,1249.84
701,1,0,184,2,0,36.59
11000,1,0,74,3,0,42.93
11001,1,0,138,2,0,2354.99
11002,1,0,69,3,0,60.47
11004,1,NULL,151,1,0,539.99
11005,1,0,260,3,0,565.47
11006,1,0,64,2,0,1155.48
11007,1,NULL,298,1,0,69.99
11008,2,173,228,3,0,4179.33
11009,2,140,217,4,0,3007.12
11010,1,NULL,800,1,0,3578.27
11011,4,4,853,22,66.15,234200.79
11012,2,96,282,5,0,2999.61
11014,1,0,195,3,0,556.93
11015,1,0,350,2,0,2393.06
11016,1,NULL,140,1,0,8.99
11017,1,0,145,4,0,765.32
11018,1,0,107,2,0,13.98
11019,3,83,82,6,0,4295.81
11020,2,17,293,4,0,92.27
11021,1,NULL,500,1,0,2319.99
11022,2,260,262,4,0,4742.74
11023,1,NULL,104,1,0,1700.99
11024,2,305,251,3,0,6054.22
11025,1,0,156,4,0,2407.04
11026,1,0,175,5,0,1777.95
11027,1,0,387,2,0,39.98
11028,2,240,76,5,0,6051.31
11029,2,104,147,4,0,4789.04
11030,1,0,314,3,0,60.47
11031,1,NULL,341,1,0,24.99
11032,4,14,164,11,0,247.90
11034,1,0,314,5,0,2564.92
11035,1,0,330,4,0,89.95
11036,1,0,335,2,0,1249.84
11037,1,0,116,2,0,141.98
11038,1,NULL,295,1,0,32.60
11039,2,274,225,3,0,3124.96
11040,2,2,190,3,0,77.27
11041,1,0,194,4,0,607.96
11042,1,0,127,3,0,650.47
11044,1,NULL,573,1,0,2319.99
11045,2,43,35,2,33.33,39.58
11046,4,1,152,54,69.49,486673.03
11047,1,NULL,208,1,0,28.99
11048,1,0,125,3,0,123.48
11049,1,0,195,2,0,39.98
11050,4,1,122,59,59.86,175584.06
11051,1,0,340,2,0,56.98
11053,1,0,332,3,0,63.97
11054,1,0,86,2,0,1170.48
11055,3,90,73,7,12.5,7149.99
11056,10,8,91,47,59.13,231922.88
11057,2,72,231,3,0,47.94
11058,1,NULL,97,1,0,21.98
11059,2,61,268,5,0,4612.91
11060,2,141,157,3,0,3099.96
11061,1,0,163,3,0,563.77
11062,2,113,192,4,0,3042.82
11063,1,0,370,3,0,123.48
11064,1,0,347,4,0,614.96
11065,1,NULL,312,1,0,69.99
11066,1,NULL,259,1,0,4.99
11067,1,0,131,2,0,1735.98
11068,1,0,72,2,0,39.98
11069,2,91,302,6,0,4784.29
11071,1,0,376,5,0,146.06
11072,9,10,304,37,53.16,174399.01
11073,2,23,125,4,0,77.96
11075,1,0,93,2,0,59.98
11076,2,488,277,2,0,2983.34
11077,1,NULL,205,1,0,29.99
11078,1,NULL,301,1,0,4.99
11079,1,0,85,2,0,548.98
11080,8,10,91,35,45.31,144039.00
11081,2,218,102,4,0,4820.31
11082,3,7,331,8,0,168.02
11084,1,NULL,329,1,0,53.99
11085,1,0,81,2,0,1155.48
11086,2,61,317,6,0,4217.80
11087,4,27,122,6,45.45,19460.56
11088,1,0,72,3,0,48.97
11089,1,NULL,129,1,0,69.99
11090,1,0,210,4,0,54.97
11091,1,0,130,2,0,78.98
11092,1,NULL,470,1,0,2319.99
11093,1,NULL,47,1,0,3.99
11094,1,0,385,3,0,42.28
11095,1,0,55,6,0,106.93
11096,1,0,159,2,0,1174.48
11097,1,0,150,3,0,187.98
11098,1,0,128,3,0,59.92
11099,1,NULL,295,1,0,9.99
11100,1,0,307,2,0,23.78
11101,1,0,303,3,0,37.27
11102,2,0,338,3,0,86.96
11103,1,0,189,4,0,1184.46
11104,1,0,216,5,0,58.95
11105,1,NULL,131,1,0,24.99
11106,1,0,157,4,0,562.96
11107,1,NULL,216,1,0,24.99
11108,1,0,127,2,0,548.98
11109,1,0,187,2,0,14.98
11110,4,30,152,8,20,17348.48
11111,1,0,424,3,0,1218.98
11112,2,167,232,3,0,1602.47
11113,1,NULL,62,1,0,21.98
11114,1,NULL,94,1,0,2319.99
11115,2,15,341,3,0,100.96
11116,2,155,412,3,0,3097.33
11117,2,53,79,4,0,4813.04
11118,1,0,134,2,0,32.28
11119,4,2,91,38,61.22,178601.71
11120,1,NULL,203,1,0,24.99
11121,2,138,401,5,0,4186.23
11122,2,95,157,6,0,3140.30
11123,1,0,332,2,0,1249.84
11124,1,0,42,5,0,131.44
11125,3,310,123,4,0,6650.60
11127,1,NULL,104,1,0,69.99
11128,1,0,122,4,0,2416.45
11129,1,0,65,3,0,68.97
11130,1,NULL,953,1,0,3578.27
11131,1,NULL,162,1,0,49.99
11133,1,0,67,4,0,2454.98
11134,3,108,198,7,0,7029.78
11135,2,29,312,2,0,69.99
11136,1,0,168,2,0,49.48
11137,2,31,175,5,0,4765.02
11138,1,0,299,3,0,27.77
11139,1,0,230,2,0,1174.48
11140,1,0,72,2,0,11.94
11141,1,NULL,979,1,0,3578.27
11142,1,0,224,3,0,32.27
11143,1,0,130,3,0,188.98
11144,2,236,238,4,0,4334.60
11145,2,140,239,3,0,3018.33
11146,1,0,354,2,0,1155.48
11147,2,202,212,3,0,3043.33
11148,1,0,135,4,0,95.57
11149,2,214,103,4,0,4810.31
11150,3,107,294,9,0,8139.29
11151,1,0,160,3,0,49.97
11152,2,232,176,3,0,4714.05
11153,1,0,213,2,0,7.28
11154,2,6,54,6,0,136.36
